,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Description
791,Naze,28.3667,129.4833,85.12,82,96,19.93,JP,2022-08-01 01:55:13,overcast clouds
792,Karratha,-20.7377,116.8463,77.09,56,59,7.36,AU,2022-08-01 01:56:06,broken clouds
793,Vaini,-21.2,-175.2,80.76,94,75,6.91,TO,2022-08-01 01:51:55,broken clouds
794,Ushuaia,-54.8,-68.3,37.06,93,40,5.75,AR,2022-08-01 01:51:58,scattered clouds
795,Mar Del Plata,-38.0023,-57.5575,54.88,84,0,3.0,AR,2022-08-01 01:47:57,clear sky
796,Albany,42.6001,-73.9662,73.63,72,100,2.28,US,2022-08-01 01:51:50,overcast clouds
797,Vaini,-21.2,-175.2,80.76,94,75,6.91,TO,2022-08-01 01:51:55,broken clouds
798,Mahebourg,-20.4081,57.7,68.29,88,75,11.5,MU,2022-08-01 01:53:55,broken clouds
799,Parintins,-2.6283,-56.7358,74.55,91,72,2.68,BR,2022-08-01 01:56:07,broken clouds
800,Rikitea,-23.1203,-134.9692,72.1,74,100,24.45,PF,2022-08-01 01:47:47,light rain
801,Ca Mau,9.1769,105.15,82.89,81,100,5.97,VN,2022-08-01 01:56:08,moderate rain
802,Svetlogorsk,52.6333,29.7333,58.3,83,76,6.85,BY,2022-08-01 01:54:39,broken clouds
803,Port Blair,11.6667,92.75,80.64,89,40,8.05,IN,2022-08-01 01:56:09,scattered clouds
804,Hilo,19.7297,-155.09,83.28,61,20,14.97,US,2022-08-01 01:51:38,few clouds
805,Ancud,-41.8697,-73.8203,42.22,85,100,1.05,CL,2022-08-01 01:53:25,overcast clouds
806,Hilo,19.7297,-155.09,83.28,61,20,14.97,US,2022-08-01 01:51:38,few clouds
807,Atuona,-9.8,-139.0333,77.23,71,12,12.08,PF,2022-08-01 01:50:26,few clouds
808,Albany,42.6001,-73.9662,73.63,72,100,2.28,US,2022-08-01 01:51:50,overcast clouds
809,Punta Arenas,-53.15,-70.9167,42.91,75,75,12.66,CL,2022-08-01 01:47:32,broken clouds
810,Cape Town,-33.9258,18.4232,55.38,76,0,7.0,ZA,2022-08-01 01:52:37,clear sky
811,Bredasdorp,-34.5322,20.0403,41.56,83,0,3.74,ZA,2022-08-01 01:52:07,clear sky
812,Laguna,38.421,-121.4238,86.4,54,0,12.66,US,2022-08-01 01:56:11,clear sky
813,Hithadhoo,-0.6,73.0833,80.87,73,100,16.44,MV,2022-08-01 01:53:57,overcast clouds
814,Barrow,71.2906,-156.7887,35.62,87,100,9.22,US,2022-08-01 01:52:14,overcast clouds
815,Port Elizabeth,-33.918,25.5701,47.32,85,0,5.75,ZA,2022-08-01 01:49:55,clear sky
816,Ponta Do Sol,32.6667,-17.1,70.43,78,3,3.85,PT,2022-08-01 01:53:35,clear sky
817,Amahai,-3.3333,128.9167,81.23,78,90,3.8,ID,2022-08-01 01:56:12,overcast clouds
818,Vaini,-21.2,-175.2,80.76,94,75,6.91,TO,2022-08-01 01:51:55,broken clouds
819,Barrow,71.2906,-156.7887,35.62,87,100,9.22,US,2022-08-01 01:52:14,overcast clouds
820,Torbay,47.6666,-52.7314,67.87,81,20,16.11,CA,2022-08-01 01:53:08,few clouds
821,Tasiilaq,65.6145,-37.6368,37.62,51,26,4.07,GL,2022-08-01 01:52:48,scattered clouds
822,Rikitea,-23.1203,-134.9692,72.1,74,100,24.45,PF,2022-08-01 01:47:47,light rain
823,Esperance,-33.8667,121.9,55.24,51,97,21.41,AU,2022-08-01 01:52:09,overcast clouds
824,Doha,25.2867,51.5333,93.18,70,0,6.91,QA,2022-08-01 01:56:13,clear sky
825,Carnarvon,-24.8667,113.6333,70.09,74,100,17.38,AU,2022-08-01 01:52:39,overcast clouds
826,Zhenhai,24.2582,118.0905,86.68,77,2,7.56,CN,2022-08-01 01:56:14,clear sky
827,Castro,-24.7911,-50.0119,52.0,79,0,2.24,BR,2022-08-01 01:53:33,clear sky
828,Castro,-24.7911,-50.0119,52.0,79,0,2.24,BR,2022-08-01 01:53:33,clear sky
829,Kodiak,57.79,-152.4072,62.11,72,75,5.75,US,2022-08-01 01:52:08,broken clouds
830,Rikitea,-23.1203,-134.9692,72.1,74,100,24.45,PF,2022-08-01 01:47:47,light rain
831,Arraial Do Cabo,-22.9661,-42.0278,68.11,71,0,11.03,BR,2022-08-01 01:52:30,clear sky
832,Mahebourg,-20.4081,57.7,68.29,88,75,11.5,MU,2022-08-01 01:53:55,broken clouds
833,Kahului,20.8947,-156.47,87.82,59,20,25.32,US,2022-08-01 01:50:13,few clouds
834,Ribeira Grande,38.5167,-28.7,73.78,76,19,7.07,PT,2022-08-01 01:51:35,few clouds
835,Tasiilaq,65.6145,-37.6368,37.62,51,26,4.07,GL,2022-08-01 01:52:48,scattered clouds
836,Maniitsoq,65.4167,-52.9,44.01,81,34,7.38,GL,2022-08-01 01:56:16,scattered clouds
837,Nikolskoye,59.7035,30.7861,57.79,83,100,4.41,RU,2022-08-01 01:51:52,overcast clouds
838,Hofn,64.2539,-15.2082,49.5,62,45,15.99,IS,2022-08-01 01:56:18,scattered clouds
839,Puerto Ayora,-0.7393,-90.3518,71.55,92,79,5.99,EC,2022-08-01 01:52:42,broken clouds
840,Rawson,-43.3002,-65.1023,46.51,80,100,8.14,AR,2022-08-01 01:56:19,overcast clouds
841,Lata,40.1629,-8.3327,69.08,58,0,2.44,PT,2022-08-01 01:52:25,clear sky
842,Lebu,-37.6167,-73.65,46.58,84,100,4.32,CL,2022-08-01 01:52:13,overcast clouds
843,Poum,-20.2333,164.0167,73.29,71,96,11.56,NC,2022-08-01 01:52:04,overcast clouds
844,Te Anau,-45.4167,167.7167,46.11,91,100,7.87,NZ,2022-08-01 01:52:35,overcast clouds
845,Kahului,20.8947,-156.47,87.82,59,20,25.32,US,2022-08-01 01:50:13,few clouds
846,Cidreira,-30.1811,-50.2056,58.41,90,2,9.1,BR,2022-08-01 01:51:36,clear sky
847,Rikitea,-23.1203,-134.9692,72.1,74,100,24.45,PF,2022-08-01 01:47:47,light rain
848,Zeya,53.75,127.2667,71.76,81,100,4.14,RU,2022-08-01 01:56:21,light rain
849,Tarko-Sale,64.9225,77.785,52.84,59,0,20.04,RU,2022-08-01 01:56:21,clear sky
850,Reinosa,42.9996,-4.138,54.46,79,0,2.8,ES,2022-08-01 01:56:21,clear sky
851,Tual,-5.6667,132.75,79.56,84,100,17.49,ID,2022-08-01 01:54:39,overcast clouds
852,Mongo,12.1844,18.693,73.98,88,100,4.07,TD,2022-08-01 01:56:22,moderate rain
853,Sioux Lookout,50.1001,-91.917,62.67,94,100,8.05,CA,2022-08-01 01:54:04,overcast clouds
854,Tasiilaq,65.6145,-37.6368,37.62,51,26,4.07,GL,2022-08-01 01:52:48,scattered clouds
855,Kapaa,22.0752,-159.319,84.52,67,0,14.97,US,2022-08-01 01:52:20,clear sky
856,Dikson,73.5069,80.5464,41.31,93,100,8.9,RU,2022-08-01 01:52:20,overcast clouds
857,Jamestown,42.097,-79.2353,71.24,73,0,0.0,US,2022-08-01 01:51:58,clear sky
858,Koumac,-20.5667,164.2833,74.75,67,75,9.13,NC,2022-08-01 01:56:23,broken clouds
859,Sangar,63.9242,127.4739,68.34,82,100,11.23,RU,2022-08-01 01:56:24,light rain
860,Tasiilaq,65.6145,-37.6368,37.62,51,26,4.07,GL,2022-08-01 01:52:48,scattered clouds
861,Fort Nelson,58.8053,-122.7002,69.39,68,75,5.75,CA,2022-08-01 01:56:24,broken clouds
862,Rikitea,-23.1203,-134.9692,72.1,74,100,24.45,PF,2022-08-01 01:47:47,light rain
863,Tuktoyaktuk,69.4541,-133.0374,64.4,55,40,4.61,CA,2022-08-01 01:51:38,scattered clouds
864,Kahului,20.8947,-156.47,87.82,59,20,25.32,US,2022-08-01 01:50:13,few clouds
865,Saint-Philippe,-21.3585,55.7679,66.22,79,46,11.79,RE,2022-08-01 01:52:21,scattered clouds
866,Bengkulu,-3.8004,102.2655,81.0,73,82,2.21,ID,2022-08-01 01:48:11,broken clouds
867,Rikitea,-23.1203,-134.9692,72.1,74,100,24.45,PF,2022-08-01 01:47:47,light rain
868,Mataura,-46.1927,168.8643,51.48,69,81,9.13,NZ,2022-08-01 01:51:57,broken clouds
869,Ushuaia,-54.8,-68.3,37.06,93,40,5.75,AR,2022-08-01 01:51:58,scattered clouds
870,Mataura,-46.1927,168.8643,51.48,69,81,9.13,NZ,2022-08-01 01:51:57,broken clouds
871,Burnie,-41.0667,145.9167,48.94,75,67,16.75,AU,2022-08-01 01:55:11,light rain
872,Skjeberg,59.2333,11.2,61.52,84,100,5.03,NO,2022-08-01 01:56:27,overcast clouds
873,Mahebourg,-20.4081,57.7,68.29,88,75,11.5,MU,2022-08-01 01:53:55,broken clouds
874,Saint-Joseph,-21.3667,55.6167,65.21,78,27,7.94,RE,2022-08-01 01:56:28,scattered clouds
875,Dingle,10.9995,122.6711,84.63,71,100,1.66,PH,2022-08-01 01:49:38,overcast clouds
876,Hilo,19.7297,-155.09,83.28,61,20,14.97,US,2022-08-01 01:51:38,few clouds
877,Henties Bay,-22.116,14.2845,54.27,70,95,6.11,NA,2022-08-01 01:56:29,overcast clouds
878,Mount Barker,-35.0667,138.8667,56.23,83,38,13.58,AU,2022-08-01 01:56:29,scattered clouds
879,Rio Grande,-32.035,-52.0986,50.11,93,7,6.64,BR,2022-08-01 01:54:36,clear sky
880,Punta Arenas,-53.15,-70.9167,42.91,75,75,12.66,CL,2022-08-01 01:47:32,broken clouds
881,Jamestown,42.097,-79.2353,71.24,73,0,0.0,US,2022-08-01 01:51:58,clear sky
882,Jamestown,42.097,-79.2353,71.24,73,0,0.0,US,2022-08-01 01:51:58,clear sky
883,Hithadhoo,-0.6,73.0833,80.87,73,100,16.44,MV,2022-08-01 01:53:57,overcast clouds
884,Tazovskiy,67.4667,78.7,48.34,69,8,14.72,RU,2022-08-01 01:56:32,clear sky
885,Shar,49.5886,81.0453,71.67,51,64,4.79,KZ,2022-08-01 01:56:32,broken clouds
886,Vao,-22.6667,167.4833,70.0,77,87,24.63,NC,2022-08-01 01:53:59,overcast clouds
887,Vigrestad,58.5667,5.7,55.08,77,54,20.15,NO,2022-08-01 01:56:33,broken clouds
888,Butaritari,3.0707,172.7902,81.52,78,82,12.97,KI,2022-08-01 01:52:51,light rain
889,Luderitz,-26.6481,15.1594,56.61,55,0,5.57,NA,2022-08-01 01:53:06,clear sky
890,Chokurdakh,70.6333,147.9167,66.87,61,100,8.46,RU,2022-08-01 01:52:27,overcast clouds
891,Geraldton,-28.7667,114.6,66.61,63,100,27.63,AU,2022-08-01 01:52:47,overcast clouds
892,Matay,28.419,30.7792,79.14,60,2,10.76,EG,2022-08-01 01:56:34,clear sky
893,Mataura,-46.1927,168.8643,51.48,69,81,9.13,NZ,2022-08-01 01:51:57,broken clouds
894,Killybegs,54.6333,-8.45,51.76,79,69,3.85,IE,2022-08-01 01:56:34,broken clouds
895,Punta Arenas,-53.15,-70.9167,42.91,75,75,12.66,CL,2022-08-01 01:47:32,broken clouds
896,Richards Bay,-28.783,32.0377,60.44,76,100,8.48,ZA,2022-08-01 01:52:11,light rain
897,Saint-Philippe,-21.3585,55.7679,66.22,79,46,11.79,RE,2022-08-01 01:52:21,scattered clouds
898,Cape Town,-33.9258,18.4232,55.38,76,0,7.0,ZA,2022-08-01 01:52:37,clear sky
899,Port Alfred,-33.5906,26.891,51.93,72,0,9.42,ZA,2022-08-01 01:52:24,clear sky
900,Kahului,20.8947,-156.47,87.82,59,20,25.32,US,2022-08-01 01:50:13,few clouds
901,Gejiu,23.306,103.1635,62.92,88,97,3.6,CN,2022-08-01 01:56:36,overcast clouds
902,Qaanaaq,77.484,-69.3632,43.9,65,100,2.77,GL,2022-08-01 01:52:49,overcast clouds
903,Georgetown,5.4112,100.3354,82.89,91,40,3.44,MY,2022-08-01 01:52:45,scattered clouds
904,Saint George,37.1041,-113.5841,87.64,51,0,8.05,US,2022-08-01 01:52:43,clear sky
905,Bengkulu,-3.8004,102.2655,81.0,73,82,2.21,ID,2022-08-01 01:48:11,broken clouds
906,Tura,25.5198,90.2201,74.1,98,100,5.44,IN,2022-08-01 01:54:40,light rain
907,Cidreira,-30.1811,-50.2056,58.41,90,2,9.1,BR,2022-08-01 01:51:36,clear sky
908,Auki,-8.7676,160.7034,85.77,65,11,5.21,SB,2022-08-01 01:52:58,few clouds
909,Penzance,50.1186,-5.5371,61.48,84,87,7.87,GB,2022-08-01 01:56:38,overcast clouds
910,Vaini,-21.2,-175.2,80.76,94,75,6.91,TO,2022-08-01 01:51:55,broken clouds
911,Mar Del Plata,-38.0023,-57.5575,54.88,84,0,3.0,AR,2022-08-01 01:47:57,clear sky
912,Nivelles,50.5983,4.3285,67.5,86,75,5.75,BE,2022-08-01 01:56:39,broken clouds
913,Barra Do Garcas,-15.89,-52.2567,70.9,31,0,0.87,BR,2022-08-01 01:56:39,clear sky
914,Deputatskiy,69.3,139.9,68.72,67,100,4.21,RU,2022-08-01 01:53:43,overcast clouds
915,Suluq,31.6682,20.2521,76.14,81,0,7.36,LY,2022-08-01 01:56:40,clear sky
916,Hithadhoo,-0.6,73.0833,80.87,73,100,16.44,MV,2022-08-01 01:53:57,overcast clouds
917,Hermanus,-34.4187,19.2345,38.8,74,0,7.54,ZA,2022-08-01 01:51:09,clear sky
918,Airai,-8.9266,125.4092,72.84,53,52,2.66,TL,2022-08-01 01:48:53,broken clouds
919,Ponta Do Sol,32.6667,-17.1,70.43,78,3,3.85,PT,2022-08-01 01:53:35,clear sky
920,Yuli,9.6989,10.2744,72.1,95,100,6.24,NG,2022-08-01 01:56:41,overcast clouds
921,Punta Arenas,-53.15,-70.9167,42.91,75,75,12.66,CL,2022-08-01 01:47:32,broken clouds
922,Muroto,33.2833,134.15,83.3,81,16,7.38,JP,2022-08-01 01:56:42,few clouds
923,Cabo San Lucas,22.8909,-109.9124,84.51,81,27,3.0,MX,2022-08-01 01:51:49,scattered clouds
924,Punta Arenas,-53.15,-70.9167,42.91,75,75,12.66,CL,2022-08-01 01:47:32,broken clouds
925,Ha Tinh,18.3333,105.9,88.29,59,42,0.4,VN,2022-08-01 01:56:43,scattered clouds
926,Atambua,-9.1061,124.8925,81.73,61,37,2.33,ID,2022-08-01 01:53:32,scattered clouds
927,Tiksi,71.6872,128.8694,40.28,94,100,17.07,RU,2022-08-01 01:52:36,moderate rain
928,Ostersund,63.1792,14.6357,57.65,94,75,4.61,SE,2022-08-01 01:56:44,broken clouds
929,Esil,51.9556,66.4042,66.0,73,40,7.72,KZ,2022-08-01 01:56:45,scattered clouds
930,Tiarei,-17.5333,-149.3333,84.22,69,39,25.93,PF,2022-08-01 01:56:46,scattered clouds
931,Saskylakh,71.9167,114.0833,45.73,76,100,9.91,RU,2022-08-01 01:52:54,overcast clouds
932,Faya,18.3851,42.4509,66.72,66,91,6.38,SA,2022-08-01 01:56:46,overcast clouds
933,Olafsvik,64.8945,-23.7142,48.38,66,69,7.4,IS,2022-08-01 01:55:11,broken clouds
934,Saint-Philippe,-21.3585,55.7679,66.22,79,46,11.79,RE,2022-08-01 01:52:21,scattered clouds
935,Puerto Ayora,-0.7393,-90.3518,71.55,92,79,5.99,EC,2022-08-01 01:52:42,broken clouds
936,Samarina,57.8878,27.8054,57.09,85,100,9.28,RU,2022-08-01 01:56:47,light rain
937,Ushuaia,-54.8,-68.3,37.06,93,40,5.75,AR,2022-08-01 01:51:58,scattered clouds
938,Sobolevo,54.4299,31.8996,59.79,74,100,8.52,RU,2022-08-01 01:55:58,overcast clouds
939,Port Alfred,-33.5906,26.891,51.93,72,0,9.42,ZA,2022-08-01 01:52:24,clear sky
940,Hithadhoo,-0.6,73.0833,80.87,73,100,16.44,MV,2022-08-01 01:53:57,overcast clouds
941,Faanui,-16.4833,-151.75,78.42,72,10,23.94,PF,2022-08-01 01:52:52,light rain
942,Khatanga,71.9667,102.5,48.58,63,66,11.95,RU,2022-08-01 01:52:16,broken clouds
943,Poum,-20.2333,164.0167,73.29,71,96,11.56,NC,2022-08-01 01:52:04,overcast clouds
944,Lagoa,39.05,-27.9833,72.39,75,0,8.97,PT,2022-08-01 01:51:57,clear sky
945,Jamestown,42.097,-79.2353,71.24,73,0,0.0,US,2022-08-01 01:51:58,clear sky
946,Vao,-22.6667,167.4833,70.0,77,87,24.63,NC,2022-08-01 01:53:59,overcast clouds
947,New Norfolk,-42.7826,147.0587,53.92,76,54,4.0,AU,2022-08-01 01:51:51,broken clouds
948,Punta Arenas,-53.15,-70.9167,42.91,75,75,12.66,CL,2022-08-01 01:47:32,broken clouds
949,Ibra,22.6906,58.5334,80.13,69,49,4.65,OM,2022-08-01 01:56:51,scattered clouds
950,Touros,-5.1989,-35.4608,76.53,84,96,13.96,BR,2022-08-01 01:53:10,overcast clouds
951,Mar Del Plata,-38.0023,-57.5575,54.88,84,0,3.0,AR,2022-08-01 01:47:57,clear sky
952,Kodiak,57.79,-152.4072,62.11,72,75,5.75,US,2022-08-01 01:52:08,broken clouds
953,Novobataysk,46.8981,39.7819,75.81,51,44,11.32,RU,2022-08-01 01:56:52,scattered clouds
954,Zhigansk,66.7697,123.3711,71.82,61,64,2.75,RU,2022-08-01 01:52:29,broken clouds
955,Palmas,-10.2128,-48.3603,76.87,53,0,3.44,BR,2022-08-01 01:56:52,clear sky
956,Airai,-8.9266,125.4092,72.84,53,52,2.66,TL,2022-08-01 01:48:53,broken clouds
957,Hobart,-42.8794,147.3294,54.27,61,40,14.97,AU,2022-08-01 01:51:29,scattered clouds
958,Karwar,14.8,74.1333,79.56,87,54,10.31,IN,2022-08-01 01:56:53,light rain
959,Dom Pedro,-4.4833,-44.45,70.83,99,69,1.92,BR,2022-08-01 01:56:54,broken clouds
960,Barrow,71.2906,-156.7887,35.62,87,100,9.22,US,2022-08-01 01:52:14,overcast clouds
961,Cape Town,-33.9258,18.4232,55.38,76,0,7.0,ZA,2022-08-01 01:52:37,clear sky
962,Saint-Philippe,-21.3585,55.7679,66.22,79,46,11.79,RE,2022-08-01 01:52:21,scattered clouds
963,Hailar,49.2,119.7,75.88,61,20,6.85,CN,2022-08-01 01:53:49,few clouds
964,Albany,42.6001,-73.9662,73.63,72,100,2.28,US,2022-08-01 01:51:50,overcast clouds
965,Tuktoyaktuk,69.4541,-133.0374,64.4,55,40,4.61,CA,2022-08-01 01:51:38,scattered clouds
966,Punta Arenas,-53.15,-70.9167,42.91,75,75,12.66,CL,2022-08-01 01:47:32,broken clouds
967,Tiksi,71.6872,128.8694,40.28,94,100,17.07,RU,2022-08-01 01:52:36,moderate rain
968,Cape Town,-33.9258,18.4232,55.38,76,0,7.0,ZA,2022-08-01 01:52:37,clear sky
969,Mataura,-46.1927,168.8643,51.48,69,81,9.13,NZ,2022-08-01 01:51:57,broken clouds
970,Shahr-E Babak,30.1165,55.1186,71.96,67,99,3.02,IR,2022-08-01 01:56:56,overcast clouds
971,New Norfolk,-42.7826,147.0587,53.92,76,54,4.0,AU,2022-08-01 01:51:51,broken clouds
972,Atuona,-9.8,-139.0333,77.23,71,12,12.08,PF,2022-08-01 01:50:26,few clouds
973,Husavik,66.0449,-17.3389,41.83,95,100,9.26,IS,2022-08-01 01:52:36,overcast clouds
974,Bataipora,-22.2953,-53.2711,70.21,39,95,4.5,BR,2022-08-01 01:56:58,overcast clouds
975,Saint-Philippe,-21.3585,55.7679,66.22,79,46,11.79,RE,2022-08-01 01:52:21,scattered clouds
976,Hokitika,-42.7167,170.9667,48.29,71,100,1.12,NZ,2022-08-01 01:56:59,overcast clouds
977,Voh,-20.9667,164.7,74.53,68,82,6.62,NC,2022-08-01 01:53:44,broken clouds
978,Albany,42.6001,-73.9662,73.63,72,100,2.28,US,2022-08-01 01:51:50,overcast clouds
979,Cape Town,-33.9258,18.4232,55.38,76,0,7.0,ZA,2022-08-01 01:52:37,clear sky
980,Tall Kayf,37.0833,41.0667,75.54,28,0,6.2,TR,2022-08-01 01:57:00,clear sky
981,Punta Arenas,-53.15,-70.9167,42.91,75,75,12.66,CL,2022-08-01 01:47:32,broken clouds
982,Adrar,20.5022,-10.0711,91.11,37,12,14.34,MR,2022-08-01 01:57:01,few clouds
983,Yulara,-25.2406,130.9889,64.45,29,39,13.96,AU,2022-08-01 01:55:14,scattered clouds
984,Arraial Do Cabo,-22.9661,-42.0278,68.11,71,0,11.03,BR,2022-08-01 01:52:30,clear sky
985,Port Hardy,50.6996,-127.4199,69.98,73,75,12.66,CA,2022-08-01 01:57:02,fog
986,Lubao,14.9167,120.55,83.91,72,100,7.11,PH,2022-08-01 01:57:02,overcast clouds
987,Rikitea,-23.1203,-134.9692,72.1,74,100,24.45,PF,2022-08-01 01:47:47,light rain
988,Bengkulu,-3.8004,102.2655,81.0,73,82,2.21,ID,2022-08-01 01:48:11,broken clouds
989,Iglino,54.8324,56.4126,62.69,83,97,3.24,RU,2022-08-01 01:57:03,overcast clouds
990,Oranjemund,-28.55,16.4333,53.58,49,0,10.69,NA,2022-08-01 01:52:35,clear sky
991,Cape Town,-33.9258,18.4232,55.38,76,0,7.0,ZA,2022-08-01 01:52:37,clear sky
992,Arraial Do Cabo,-22.9661,-42.0278,68.11,71,0,11.03,BR,2022-08-01 01:52:30,clear sky
993,Knyaze-Volkonskoye,48.4642,135.4567,84.54,74,67,6.31,RU,2022-08-01 01:57:04,broken clouds
994,Waipawa,-41.4122,175.5153,51.44,58,2,7.25,NZ,2022-08-01 01:57:05,clear sky
995,Faanui,-16.4833,-151.75,78.42,72,10,23.94,PF,2022-08-01 01:52:52,light rain
996,Georgetown,5.4112,100.3354,82.89,91,40,3.44,MY,2022-08-01 01:52:45,scattered clouds
997,Hobart,-42.8794,147.3294,54.27,61,40,14.97,AU,2022-08-01 01:51:29,scattered clouds
998,Rikitea,-23.1203,-134.9692,72.1,74,100,24.45,PF,2022-08-01 01:47:47,light rain
999,Erzin,36.9559,36.2,73.15,88,6,1.21,TR,2022-08-01 01:57:06,clear sky
1000,Ushuaia,-54.8,-68.3,37.06,93,40,5.75,AR,2022-08-01 01:51:58,scattered clouds
1001,Vaini,-21.2,-175.2,80.76,94,75,6.91,TO,2022-08-01 01:51:55,broken clouds
1002,Saint-Philippe,-21.3585,55.7679,66.22,79,46,11.79,RE,2022-08-01 01:52:21,scattered clouds
1003,Bluff,-46.6,168.3333,51.8,74,100,16.87,NZ,2022-08-01 01:52:14,overcast clouds
1004,Warwick,41.7001,-71.4162,76.71,73,100,1.01,US,2022-08-01 01:52:19,overcast clouds
1005,Hermanus,-34.4187,19.2345,38.8,74,0,7.54,ZA,2022-08-01 01:51:09,clear sky
1006,Okhotsk,59.3833,143.3,58.89,87,100,8.5,RU,2022-08-01 01:57:08,overcast clouds
1007,Hobart,-42.8794,147.3294,54.27,61,40,14.97,AU,2022-08-01 01:51:29,scattered clouds
1008,Leninskoye,41.7589,69.3864,76.96,30,0,2.64,KZ,2022-08-01 01:57:08,clear sky
1009,Henties Bay,-22.116,14.2845,54.27,70,95,6.11,NA,2022-08-01 01:56:29,overcast clouds
1010,Lagoa,39.05,-27.9833,72.39,75,0,8.97,PT,2022-08-01 01:51:57,clear sky
1011,Hermanus,-34.4187,19.2345,38.8,74,0,7.54,ZA,2022-08-01 01:51:09,clear sky
1012,Deputatskiy,69.3,139.9,68.72,67,100,4.21,RU,2022-08-01 01:53:43,overcast clouds
1013,Nuuk,64.1835,-51.7216,47.88,76,95,11.01,GL,2022-08-01 01:57:10,overcast clouds
1014,Craig,40.5153,-107.5464,75.07,36,31,8.52,US,2022-08-01 01:57:10,scattered clouds
1015,Rikitea,-23.1203,-134.9692,72.1,74,100,24.45,PF,2022-08-01 01:47:47,light rain
1016,Thompson,55.7435,-97.8558,57.36,94,75,2.3,CA,2022-08-01 01:51:52,broken clouds
1017,Komsomolskiy,40.4272,71.7189,79.52,34,22,4.61,UZ,2022-08-01 01:53:27,few clouds
1018,Busselton,-33.65,115.3333,59.29,88,100,13.13,AU,2022-08-01 01:51:37,overcast clouds
1019,Victoria,22.2855,114.1577,92.25,72,90,1.99,HK,2022-08-01 01:48:15,overcast clouds
1020,Paamiut,61.994,-49.6678,45.81,88,100,4.16,GL,2022-08-01 01:55:20,overcast clouds
1021,Sur,22.5667,59.5289,84.96,69,94,9.19,OM,2022-08-01 01:57:13,overcast clouds
1022,Talara,-4.5772,-81.2719,62.73,87,44,15.52,PE,2022-08-01 01:57:13,scattered clouds
1023,Ushuaia,-54.8,-68.3,37.06,93,40,5.75,AR,2022-08-01 01:51:58,scattered clouds
1024,Rikitea,-23.1203,-134.9692,72.1,74,100,24.45,PF,2022-08-01 01:47:47,light rain
1025,Nizhniy Tsasuchey,50.5167,115.1333,78.64,43,34,8.23,RU,2022-08-01 01:57:14,scattered clouds
1026,Rikitea,-23.1203,-134.9692,72.1,74,100,24.45,PF,2022-08-01 01:47:47,light rain
1027,Kropotkin,45.4375,40.5756,72.45,53,0,8.48,RU,2022-08-01 01:57:15,clear sky
1028,Erzin,36.9559,36.2,73.15,88,6,1.21,TR,2022-08-01 01:57:06,clear sky
1029,Geraldton,-28.7667,114.6,66.61,63,100,27.63,AU,2022-08-01 01:52:47,overcast clouds
1030,Gorontalo,0.5412,123.0595,86.43,66,99,1.59,ID,2022-08-01 01:57:15,overcast clouds
1031,Thompson,55.7435,-97.8558,57.36,94,75,2.3,CA,2022-08-01 01:51:52,broken clouds
1032,Pacific Grove,36.6177,-121.9166,72.55,85,100,3.0,US,2022-08-01 01:57:16,overcast clouds
1033,Qaanaaq,77.484,-69.3632,43.9,65,100,2.77,GL,2022-08-01 01:52:49,overcast clouds
1034,Anadyr,64.75,177.4833,61.3,51,20,11.18,RU,2022-08-01 01:55:13,few clouds
1035,Mataura,-46.1927,168.8643,51.48,69,81,9.13,NZ,2022-08-01 01:51:57,broken clouds
1036,Namibe,-15.1961,12.1522,56.73,79,3,10.94,AO,2022-08-01 01:57:17,clear sky
1037,Hermanus,-34.4187,19.2345,38.8,74,0,7.54,ZA,2022-08-01 01:51:09,clear sky
1038,Goderich,43.7501,-81.7165,75.52,60,59,6.91,CA,2022-08-01 01:55:01,broken clouds
1039,Zabid,14.1951,43.3152,85.35,58,18,6.2,YE,2022-08-01 01:57:18,few clouds
1040,Ushuaia,-54.8,-68.3,37.06,93,40,5.75,AR,2022-08-01 01:51:58,scattered clouds
1041,Beringovskiy,63.05,179.3167,50.14,62,100,4.92,RU,2022-08-01 01:53:43,overcast clouds
1042,Traverse City,44.7631,-85.6206,77.11,64,1,7.61,US,2022-08-01 01:57:13,clear sky
1043,Arraial Do Cabo,-22.9661,-42.0278,68.11,71,0,11.03,BR,2022-08-01 01:52:30,clear sky
1044,Hermanus,-34.4187,19.2345,38.8,74,0,7.54,ZA,2022-08-01 01:51:09,clear sky
1045,Lebu,-37.6167,-73.65,46.58,84,100,4.32,CL,2022-08-01 01:52:13,overcast clouds
1046,Taltal,-25.4,-70.4833,58.53,81,0,2.8,CL,2022-08-01 01:55:15,clear sky
1047,Qaanaaq,77.484,-69.3632,43.9,65,100,2.77,GL,2022-08-01 01:52:49,overcast clouds
1048,Faanui,-16.4833,-151.75,78.42,72,10,23.94,PF,2022-08-01 01:52:52,light rain
1049,Qaanaaq,77.484,-69.3632,43.9,65,100,2.77,GL,2022-08-01 01:52:49,overcast clouds
1050,Port Elizabeth,-33.918,25.5701,47.32,85,0,5.75,ZA,2022-08-01 01:49:55,clear sky
1051,Rikitea,-23.1203,-134.9692,72.1,74,100,24.45,PF,2022-08-01 01:47:47,light rain
1052,Mahebourg,-20.4081,57.7,68.29,88,75,11.5,MU,2022-08-01 01:53:55,broken clouds
1053,New Norfolk,-42.7826,147.0587,53.92,76,54,4.0,AU,2022-08-01 01:51:51,broken clouds
